id,title,author,year,publisher,genre,rating,pages,language,description
517,Book Title 517,Author 17,1907,Publisher 17,Horror,4.4,149,Spanish,Description for book 517...
518,Book Title 518,Author 18,1908,Publisher 18,Mystery,2.7,186,English,Description for book 518...
519,Book Title 519,Author 19,2021,Publisher 19,Biography,2.0,516,Chinese,Description for book 519...
520,Book Title 520,Author 20,1975,Publisher 0,Horror,2.6,635,Chinese,Description for book 520...
521,Book Title 521,Author 21,1915,Publisher 1,Science Fiction,4.1,613,Chinese,Description for book 521...
522,Book Title 522,Author 22,1988,Publisher 2,Thriller,4.4,646,English,Description for book 522...
523,Book Title 523,Author 23,1934,Publisher 3,Romance,1.9,563,English,Description for book 523...
524,Book Title 524,Author 24,1953,Publisher 4,Romance,3.8,630,English,Description for book 524...
525,Book Title 525,Author 25,1960,Publisher 5,Non-Fiction,4.6,424,German,Description for book 525...
526,Book Title 526,Author 26,1905,Publisher 6,Horror,2.7,537,French,Description for book 526...
527,Book Title 527,Author 27,1922,Publisher 7,Horror,3.2,772,German,Description for book 527...
528,Book Title 528,Author 28,1963,Publisher 8,Fiction,1.8,751,English,Description for book 528...
529,Book Title 529,Author 29,1919,Publisher 9,Horror,4.9,790,Chinese,Description for book 529...
530,Book Title 530,Author 30,1941,Publisher 10,Fiction,1.1,118,French,Description for book 530...
531,Book Title 531,Author 31,1904,Publisher 11,Biography,4.3,277,German,Description for book 531...
532,Book Title 532,Author 32,1955,Publisher 12,Biography,2.9,659,Spanish,Description for book 532...
533,Book Title 533,Author 33,1918,Publisher 13,Non-Fiction,2.2,322,Chinese,Description for book 533...
534,Book Title 534,Author 34,1933,Publisher 14,Thriller,4.2,264,Spanish,Description for book 534...
535,Book Title 535,Author 35,1975,Publisher 15,Science Fiction,4.7,106,Chinese,Description for book 535...
536,Book Title 536,Author 36,1998,Publisher 16,Biography,1.7,502,German,Description for book 536...
537,Book Title 537,Author 37,1914,Publisher 17,Fiction,1.2,157,Chinese,Description for book 537...
538,Book Title 538,Author 38,1951,Publisher 18,Romance,3.1,207,German,Description for book 538...
539,Book Title 539,Author 39,1996,Publisher 19,Fiction,3.6,624,English,Description for book 539...
540,Book Title 540,Author 40,1962,Publisher 0,Biography,2.4,594,German,Description for book 540...
541,Book Title 541,Author 41,1952,Publisher 1,Horror,3.6,445,German,Description for book 541...
542,Book Title 542,Author 42,2009,Publisher 2,Horror,2.9,586,Chinese,Description for book 542...
543,Book Title 543,Author 43,2005,Publisher 3,Horror,5.0,674,French,Description for book 543...
544,Book Title 544,Author 44,1928,Publisher 4,Biography,4.7,291,German,Description for book 544...
545,Book Title 545,Author 45,1954,Publisher 5,Fiction,1.2,575,Chinese,Description for book 545...
546,Book Title 546,Author 46,1960,Publisher 6,Mystery,3.1,174,French,Description for book 546...
547,Book Title 547,Author 47,1924,Publisher 7,Biography,1.0,173,Spanish,Description for book 547...
548,Book Title 548,Author 48,1946,Publisher 8,Romance,1.5,572,German,Description for book 548...
549,Book Title 549,Author 49,1953,Publisher 9,Biography,2.4,344,Chinese,Description for book 549...
550,Book Title 550,Author 50,2001,Publisher 10,Mystery,2.0,736,Chinese,Description for book 550...
551,Book Title 551,Author 51,2012,Publisher 11,Science Fiction,1.3,707,Spanish,Description for book 551...
552,Book Title 552,Author 52,2002,Publisher 12,Science Fiction,4.9,153,Spanish,Description for book 552...
553,Book Title 553,Author 53,1970,Publisher 13,Romance,2.4,450,German,Description for book 553...
554,Book Title 554,Author 54,2003,Publisher 14,Romance,4.0,690,Chinese,Description for book 554...
555,Book Title 555,Author 55,1963,Publisher 15,Thriller,2.1,550,English,Description for book 555...
556,Book Title 556,Author 56,1913,Publisher 16,Biography,3.4,393,English,Description for book 556...
557,Book Title 557,Author 57,1929,Publisher 17,Horror,3.2,444,Spanish,Description for book 557...
558,Book Title 558,Author 58,1982,Publisher 18,Fantasy,3.7,218,French,Description for book 558...
559,Book Title 559,Author 59,1917,Publisher 19,Mystery,4.1,112,French,Description for book 559...
560,Book Title 560,Author 60,1933,Publisher 0,Fantasy,1.9,590,English,Description for book 560...
561,Book Title 561,Author 61,1940,Publisher 1,Biography,4.3,334,Spanish,Description for book 561...
562,Book Title 562,Author 62,1988,Publisher 2,Horror,3.0,422,Chinese,Description for book 562...
563,Book Title 563,Author 63,1913,Publisher 3,Horror,2.2,282,German,Description for book 563...
564,Book Title 564,Author 64,1923,Publisher 4,Science Fiction,3.3,341,Spanish,Description for book 564...
565,Book Title 565,Author 65,2002,Publisher 5,Fiction,3.1,157,Spanish,Description for book 565...
566,Book Title 566,Author 66,1969,Publisher 6,Fiction,3.8,283,French,Description for book 566...
567,Book Title 567,Author 67,1970,Publisher 7,Thriller,1.5,678,English,Description for book 567...
568,Book Title 568,Author 68,1993,Publisher 8,Thriller,2.4,412,German,Description for book 568...
569,Book Title 569,Author 69,2001,Publisher 9,Fiction,1.0,629,Spanish,Description for book 569...
570,Book Title 570,Author 70,1984,Publisher 10,Romance,4.0,391,German,Description for book 570...
571,Book Title 571,Author 71,1998,Publisher 11,Biography,1.7,518,Spanish,Description for book 571...
572,Book Title 572,Author 72,1900,Publisher 12,Science Fiction,2.2,686,French,Description for book 572...
573,Book Title 573,Author 73,2012,Publisher 13,Thriller,2.5,320,Spanish,Description for book 573...
574,Book Title 574,Author 74,1954,Publisher 14,Fantasy,4.8,467,Chinese,Description for book 574...
575,Book Title 575,Author 75,1949,Publisher 15,Biography,2.6,416,French,Description for book 575...
576,Book Title 576,Author 76,1933,Publisher 16,Romance,2.1,375,English,Description for book 576...
577,Book Title 577,Author 77,2020,Publisher 17,Non-Fiction,4.6,741,French,Description for book 577...
578,Book Title 578,Author 78,1926,Publisher 18,Science Fiction,3.6,142,English,Description for book 578...
579,Book Title 579,Author 79,1968,Publisher 19,Fantasy,4.7,141,Spanish,Description for book 579...
580,Book Title 580,Author 80,1929,Publisher 0,Fiction,1.3,730,French,Description for book 580...
581,Book Title 581,Author 81,1976,Publisher 1,Fantasy,3.0,226,German,Description for book 581...
582,Book Title 582,Author 82,1903,Publisher 2,Non-Fiction,1.4,248,English,Description for book 582...
583,Book Title 583,Author 83,2002,Publisher 3,Science Fiction,1.5,444,French,Description for book 583...
584,Book Title 584,Author 84,1935,Publisher 4,Fantasy,2.7,771,English,Description for book 584...
585,Book Title 585,Author 85,1977,Publisher 5,Fiction,2.7,326,German,Description for book 585...
586,Book Title 586,Author 86,1980,Publisher 6,Thriller,3.4,608,Chinese,Description for book 586...
587,Book Title 587,Author 87,1978,Publisher 7,Science Fiction,1.1,492,English,Description for book 587...
588,Book Title 588,Author 88,1931,Publisher 8,Biography,3.6,675,French,Description for book 588...
589,Book Title 589,Author 89,1914,Publisher 9,Mystery,4.9,375,German,Description for book 589...
590,Book Title 590,Author 90,1922,Publisher 10,Romance,1.9,277,Chinese,Description for book 590...
591,Book Title 591,Author 91,1939,Publisher 11,Fantasy,1.6,556,Spanish,Description for book 591...
592,Book Title 592,Author 92,1962,Publisher 12,Biography,2.7,327,Chinese,Description for book 592...
593,Book Title 593,Author 93,1928,Publisher 13,Fantasy,1.8,599,French,Description for book 593...
594,Book Title 594,Author 94,1907,Publisher 14,Non-Fiction,4.5,115,Chinese,Description for book 594...
595,Book Title 595,Author 95,1997,Publisher 15,Fiction,3.5,424,Spanish,Description for book 595...
596,Book Title 596,Author 96,1974,Publisher 16,Mystery,2.6,407,French,Description for book 596...
597,Book Title 597,Author 97,1920,Publisher 17,Horror,1.9,353,Chinese,Description for book 597...
598,Book Title 598,Author 98,2013,Publisher 18,Fantasy,4.8,430,Spanish,Description for book 598...
599,Book Title 599,Author 99,1993,Publisher 19,Non-Fiction,4.2,723,French,Description for book 599...
600,Book Title 600,Author 0,1971,Publisher 0,Mystery,1.7,524,Chinese,Description for book 600...
601,Book Title 601,Author 1,1919,Publisher 1,Science Fiction,3.1,783,Spanish,Description for book 601...
602,Book Title 602,Author 2,1964,Publisher 2,Biography,3.6,706,German,Description for book 602...
603,Book Title 603,Author 3,1918,Publisher 3,Horror,3.9,726,French,Description for book 603...
604,Book Title 604,Author 4,1914,Publisher 4,Fantasy,2.3,353,Chinese,Description for book 604...
605,Book Title 605,Author 5,1912,Publisher 5,Fantasy,3.7,612,Spanish,Description for book 605...
606,Book Title 606,Author 6,1938,Publisher 6,Horror,4.2,362,Chinese,Description for book 606...
607,Book Title 607,Author 7,1958,Publisher 7,Horror,4.6,230,German,Description for book 607...
608,Book Title 608,Author 8,1964,Publisher 8,Science Fiction,1.2,280,Spanish,Description for book 608...
609,Book Title 609,Author 9,1978,Publisher 9,Science Fiction,4.3,391,German,Description for book 609...
610,Book Title 610,Author 10,2019,Publisher 10,Science Fiction,4.8,480,Chinese,Description for book 610...
611,Book Title 611,Author 11,1971,Publisher 11,Fantasy,3.3,258,French,Description for book 611...
612,Book Title 612,Author 12,1903,Publisher 12,Thriller,4.3,112,French,Description for book 612...
613,Book Title 613,Author 13,1983,Publisher 13,Non-Fiction,3.2,219,German,Description for book 613...
614,Book Title 614,Author 14,1951,Publisher 14,Science Fiction,3.1,480,Chinese,Description for book 614...
615,Book Title 615,Author 15,2013,Publisher 15,Mystery,3.0,679,French,Description for book 615...
616,Book Title 616,Author 16,1914,Publisher 16,Science Fiction,3.8,717,Spanish,Description for book 616...
617,Book Title 617,Author 17,1913,Publisher 17,Non-Fiction,2.9,532,English,Description for book 617...
618,Book Title 618,Author 18,1997,Publisher 18,Romance,4.2,480,Spanish,Description for book 618...
619,Book Title 619,Author 19,1928,Publisher 19,Fantasy,1.2,127,French,Description for book 619...
620,Book Title 620,Author 20,1909,Publisher 0,Non-Fiction,4.3,200,Spanish,Description for book 620...
621,Book Title 621,Author 21,1901,Publisher 1,Mystery,2.6,498,Chinese,Description for book 621...
622,Book Title 622,Author 22,1932,Publisher 2,Romance,1.9,363,Chinese,Description for book 622...
623,Book Title 623,Author 23,1955,Publisher 3,Fantasy,1.5,729,German,Description for book 623...
624,Book Title 624,Author 24,1966,Publisher 4,Thriller,4.8,321,English,Description for book 624...
625,Book Title 625,Author 25,1985,Publisher 5,Fantasy,1.1,733,Spanish,Description for book 625...
626,Book Title 626,Author 26,2014,Publisher 6,Non-Fiction,2.5,499,German,Description for book 626...
627,Book Title 627,Author 27,1981,Publisher 7,Biography,4.5,512,German,Description for book 627...
628,Book Title 628,Author 28,2016,Publisher 8,Fiction,1.9,155,French,Description for book 628...
629,Book Title 629,Author 29,1945,Publisher 9,Mystery,3.5,475,English,Description for book 629...
630,Book Title 630,Author 30,1932,Publisher 10,Non-Fiction,1.4,667,French,Description for book 630...
631,Book Title 631,Author 31,1903,Publisher 11,Fantasy,2.9,621,Chinese,Description for book 631...
632,Book Title 632,Author 32,2000,Publisher 12,Non-Fiction,3.0,651,German,Description for book 632...
633,Book Title 633,Author 33,2012,Publisher 13,Non-Fiction,3.1,364,German,Description for book 633...
634,Book Title 634,Author 34,1942,Publisher 14,Biography,1.7,163,French,Description for book 634...
635,Book Title 635,Author 35,1978,Publisher 15,Mystery,4.6,453,German,Description for book 635...
636,Book Title 636,Author 36,1978,Publisher 16,Romance,4.6,694,French,Description for book 636...
637,Book Title 637,Author 37,1958,Publisher 17,Science Fiction,4.2,700,French,Description for book 637...
638,Book Title 638,Author 38,1944,Publisher 18,Biography,2.5,489,English,Description for book 638...
639,Book Title 639,Author 39,1993,Publisher 19,Romance,1.5,188,German,Description for book 639...
640,Book Title 640,Author 40,1911,Publisher 0,Thriller,2.4,138,German,Description for book 640...
641,Book Title 641,Author 41,1952,Publisher 1,Thriller,1.6,262,Chinese,Description for book 641...
642,Book Title 642,Author 42,2015,Publisher 2,Non-Fiction,3.6,722,Chinese,Description for book 642...
643,Book Title 643,Author 43,1987,Publisher 3,Thriller,2.9,391,Spanish,Description for book 643...
644,Book Title 644,Author 44,1993,Publisher 4,Horror,3.9,344,Chinese,Description for book 644...
645,Book Title 645,Author 45,2000,Publisher 5,Fantasy,4.5,192,Spanish,Description for book 645...
646,Book Title 646,Author 46,1925,Publisher 6,Non-Fiction,1.8,550,Spanish,Description for book 646...
647,Book Title 647,Author 47,1919,Publisher 7,Romance,1.9,540,Chinese,Description for book 647...
648,Book Title 648,Author 48,2016,Publisher 8,Thriller,2.0,566,English,Description for book 648...
649,Book Title 649,Author 49,1946,Publisher 9,Biography,3.3,771,English,Description for book 649...
650,Book Title 650,Author 50,1906,Publisher 10,Fantasy,3.1,424,German,Description for book 650...
651,Book Title 651,Author 51,1937,Publisher 11,Mystery,2.5,423,Chinese,Description for book 651...
652,Book Title 652,Author 52,1981,Publisher 12,Horror,3.9,104,French,Description for book 652...
653,Book Title 653,Author 53,1982,Publisher 13,Horror,1.8,286,Chinese,Description for book 653...
654,Book Title 654,Author 54,2016,Publisher 14,Fantasy,2.8,665,Chinese,Description for book 654...
655,Book Title 655,Author 55,1957,Publisher 15,Fantasy,3.4,686,Chinese,Description for book 655...
656,Book Title 656,Author 56,1901,Publisher 16,Fiction,4.4,243,German,Description for book 656...
657,Book Title 657,Author 57,1966,Publisher 17,Fantasy,3.5,334,English,Description for book 657...
658,Book Title 658,Author 58,1901,Publisher 18,Thriller,3.5,186,German,Description for book 658...
659,Book Title 659,Author 59,1926,Publisher 19,Horror,3.6,332,English,Description for book 659...
660,Book Title 660,Author 60,1995,Publisher 0,Biography,2.7,515,French,Description for book 660...
661,Book Title 661,Author 61,1920,Publisher 1,Romance,4.6,432,Chinese,Description for book 661...
662,Book Title 662,Author 62,1933,Publisher 2,Thriller,2.6,423,English,Description for book 662...
663,Book Title 663,Author 63,2009,Publisher 3,Romance,4.9,619,English,Description for book 663...
664,Book Title 664,Author 64,1996,Publisher 4,Mystery,3.7,171,German,Description for book 664...
665,Book Title 665,Author 65,1988,Publisher 5,Biography,3.8,234,Spanish,Description for book 665...
666,Book Title 666,Author 66,1980,Publisher 6,Fiction,4.6,180,Chinese,Description for book 666...
667,Book Title 667,Author 67,2005,Publisher 7,Horror,4.4,608,English,Description for book 667...
668,Book Title 668,Author 68,2019,Publisher 8,Science Fiction,3.3,719,English,Description for book 668...
669,Book Title 669,Author 69,1954,Publisher 9,Biography,3.4,566,English,Description for book 669...
670,Book Title 670,Author 70,1922,Publisher 10,Romance,2.9,342,French,Description for book 670...
671,Book Title 671,Author 71,2018,Publisher 11,Romance,4.5,565,French,Description for book 671...
672,Book Title 672,Author 72,1971,Publisher 12,Thriller,2.9,383,French,Description for book 672...
673,Book Title 673,Author 73,1943,Publisher 13,Biography,4.8,367,English,Description for book 673...
674,Book Title 674,Author 74,1977,Publisher 14,Horror,2.8,769,Spanish,Description for book 674...
675,Book Title 675,Author 75,1975,Publisher 15,Science Fiction,2.0,326,French,Description for book 675...
676,Book Title 676,Author 76,1967,Publisher 16,Thriller,2.9,287,French,Description for book 676...
677,Book Title 677,Author 77,1949,Publisher 17,Thriller,2.0,699,Spanish,Description for book 677...
678,Book Title 678,Author 78,1952,Publisher 18,Romance,4.6,777,German,Description for book 678...
679,Book Title 679,Author 79,1955,Publisher 19,Mystery,1.3,318,German,Description for book 679...
680,Book Title 680,Author 80,1978,Publisher 0,Thriller,3.8,587,Spanish,Description for book 680...
681,Book Title 681,Author 81,1937,Publisher 1,Thriller,2.9,721,German,Description for book 681...
682,Book Title 682,Author 82,2002,Publisher 2,Biography,4.0,182,French,Description for book 682...
683,Book Title 683,Author 83,2022,Publisher 3,Science Fiction,1.0,548,German,Description for book 683...
684,Book Title 684,Author 84,1982,Publisher 4,Fantasy,4.4,420,English,Description for book 684...
685,Book Title 685,Author 85,1910,Publisher 5,Romance,3.3,519,German,Description for book 685...
686,Book Title 686,Author 86,1981,Publisher 6,Thriller,5.0,177,Chinese,Description for book 686...
687,Book Title 687,Author 87,2001,Publisher 7,Romance,2.1,734,Spanish,Description for book 687...
688,Book Title 688,Author 88,1977,Publisher 8,Non-Fiction,3.7,794,German,Description for book 688...
689,Book Title 689,Author 89,1982,Publisher 9,Fiction,2.6,589,French,Description for book 689...
690,Book Title 690,Author 90,1905,Publisher 10,Non-Fiction,1.1,533,French,Description for book 690...
691,Book Title 691,Author 91,1953,Publisher 11,Horror,3.3,505,Spanish,Description for book 691...
692,Book Title 692,Author 92,1926,Publisher 12,Fantasy,1.1,217,German,Description for book 692...
693,Book Title 693,Author 93,1982,Publisher 13,Science Fiction,4.8,694,Spanish,Description for book 693...
694,Book Title 694,Author 94,1905,Publisher 14,Non-Fiction,1.5,430,German,Description for book 694...
695,Book Title 695,Author 95,1933,Publisher 15,Non-Fiction,1.7,648,Spanish,Description for book 695...
696,Book Title 696,Author 96,1995,Publisher 16,Fantasy,4.3,707,French,Description for book 696...
697,Book Title 697,Author 97,1974,Publisher 17,Science Fiction,2.1,393,Spanish,Description for book 697...
698,Book Title 698,Author 98,1913,Publisher 18,Fantasy,3.0,688,Spanish,Description for book 698...
699,Book Title 699,Author 99,2017,Publisher 19,Non-Fiction,3.6,367,English,Description for book 699...
700,Book Title 700,Author 0,2013,Publisher 0,Science Fiction,4.2,409,English,Description for book 700...
701,Book Title 701,Author 1,1988,Publisher 1,Mystery,4.8,531,Spanish,Description for book 701...
702,Book Title 702,Author 2,1938,Publisher 2,Romance,2.9,259,Spanish,Description for book 702...
703,Book Title 703,Author 3,1916,Publisher 3,Horror,3.8,282,French,Description for book 703...
704,Book Title 704,Author 4,1994,Publisher 4,Romance,1.8,499,Spanish,Description for book 704...
705,Book Title 705,Author 5,2007,Publisher 5,Romance,4.3,117,German,Description for book 705...
706,Book Title 706,Author 6,2007,Publisher 6,Biography,2.7,255,German,Description for book 706...
707,Book Title 707,Author 7,1966,Publisher 7,Fiction,1.9,566,English,Description for book 707...
708,Book Title 708,Author 8,1969,Publisher 8,Fantasy,2.3,131,English,Description for book 708...
709,Book Title 709,Author 9,1986,Publisher 9,Horror,1.8,407,German,Description for book 709...
710,Book Title 710,Author 10,1988,Publisher 10,Fiction,2.7,429,Spanish,Description for book 710...
711,Book Title 711,Author 11,1946,Publisher 11,Fantasy,3.9,478,English,Description for book 711...
712,Book Title 712,Author 12,1964,Publisher 12,Fantasy,2.8,410,German,Description for book 712...
713,Book Title 713,Author 13,1924,Publisher 13,Biography,3.2,194,French,Description for book 713...
714,Book Title 714,Author 14,1967,Publisher 14,Non-Fiction,1.3,245,German,Description for book 714...
715,Book Title 715,Author 15,2006,Publisher 15,Mystery,4.6,770,German,Description for book 715...
716,Book Title 716,Author 16,1942,Publisher 16,Fantasy,4.5,462,English,Description for book 716...
717,Book Title 717,Author 17,1940,Publisher 17,Fiction,4.3,530,Spanish,Description for book 717...
718,Book Title 718,Author 18,1959,Publisher 18,Fiction,1.7,785,French,Description for book 718...
719,Book Title 719,Author 19,2014,Publisher 19,Romance,1.8,785,French,Description for book 719...
720,Book Title 720,Author 20,1988,Publisher 0,Non-Fiction,1.7,337,English,Description for book 720...
721,Book Title 721,Author 21,1911,Publisher 1,Mystery,3.7,287,Spanish,Description for book 721...
722,Book Title 722,Author 22,2016,Publisher 2,Fiction,1.6,656,Spanish,Description for book 722...
723,Book Title 723,Author 23,1945,Publisher 3,Mystery,3.4,519,French,Description for book 723...
724,Book Title 724,Author 24,1945,Publisher 4,Non-Fiction,1.6,630,English,Description for book 724...
725,Book Title 725,Author 25,1964,Publisher 5,Horror,3.7,285,Chinese,Description for book 725...
726,Book Title 726,Author 26,1914,Publisher 6,Thriller,1.0,117,Chinese,Description for book 726...
727,Book Title 727,Author 27,1995,Publisher 7,Horror,2.8,798,French,Description for book 727...
728,Book Title 728,Author 28,1947,Publisher 8,Non-Fiction,5.0,185,Spanish,Description for book 728...
729,Book Title 729,Author 29,2018,Publisher 9,Biography,1.5,426,English,Description for book 729...
730,Book Title 730,Author 30,1944,Publisher 10,Fantasy,1.7,267,English,Description for book 730...
731,Book Title 731,Author 31,1984,Publisher 11,Horror,1.8,280,French,Description for book 731...
732,Book Title 732,Author 32,2015,Publisher 12,Horror,3.0,761,English,Description for book 732...
733,Book Title 733,Author 33,2005,Publisher 13,Thriller,2.2,474,Spanish,Description for book 733...
734,Book Title 734,Author 34,1934,Publisher 14,Fantasy,2.0,123,German,Description for book 734...
735,Book Title 735,Author 35,1938,Publisher 15,Fantasy,3.8,535,English,Description for book 735...
736,Book Title 736,Author 36,2016,Publisher 16,Fantasy,2.5,719,English,Description for book 736...
737,Book Title 737,Author 37,1999,Publisher 17,Non-Fiction,3.9,659,Spanish,Description for book 737...
738,Book Title 738,Author 38,1972,Publisher 18,Fantasy,1.7,518,Chinese,Description for book 738...
739,Book Title 739,Author 39,1905,Publisher 19,Mystery,4.5,139,English,Description for book 739...
740,Book Title 740,Author 40,2017,Publisher 0,Biography,4.1,559,German,Description for book 740...
741,Book Title 741,Author 41,1987,Publisher 1,Fiction,3.0,115,Chinese,Description for book 741...
742,Book Title 742,Author 42,2007,Publisher 2,Romance,1.3,120,Chinese,Description for book 742...
743,Book Title 743,Author 43,1969,Publisher 3,Mystery,4.7,548,Chinese,Description for book 743...
744,Book Title 744,Author 44,1961,Publisher 4,Fiction,4.6,273,French,Description for book 744...
745,Book Title 745,Author 45,1980,Publisher 5,Fiction,4.3,266,German,Description for book 745...
746,Book Title 746,Author 46,1997,Publisher 6,Biography,1.4,262,German,Description for book 746...
747,Book Title 747,Author 47,1999,Publisher 7,Non-Fiction,1.6,292,Chinese,Description for book 747...
748,Book Title 748,Author 48,1940,Publisher 8,Romance,2.2,777,Chinese,Description for book 748...
749,Book Title 749,Author 49,1962,Publisher 9,Science Fiction,4.3,370,Spanish,Description for book 749...
750,Book Title 750,Author 50,1951,Publisher 10,Romance,4.9,389,Chinese,Description for book 750...
751,Book Title 751,Author 51,1980,Publisher 11,Horror,3.5,701,English,Description for book 751...
752,Book Title 752,Author 52,1903,Publisher 12,Horror,1.8,772,Spanish,Description for book 752...
753,Book Title 753,Author 53,1924,Publisher 13,Biography,3.0,468,French,Description for book 753...
754,Book Title 754,Author 54,2016,Publisher 14,Science Fiction,4.2,100,German,Description for book 754...
755,Book Title 755,Author 55,1905,Publisher 15,Romance,1.2,617,Spanish,Description for book 755...
756,Book Title 756,Author 56,2020,Publisher 16,Biography,1.6,641,Chinese,Description for book 756...
757,Book Title 757,Author 57,2004,Publisher 17,Fantasy,3.8,136,English,Description for book 757...
758,Book Title 758,Author 58,1963,Publisher 18,Romance,1.4,273,German,Description for book 758...
759,Book Title 759,Author 59,1957,Publisher 19,Non-Fiction,4.1,679,German,Description for book 759...
760,Book Title 760,Author 60,1962,Publisher 0,Fiction,2.4,172,French,Description for book 760...
761,Book Title 761,Author 61,2016,Publisher 1,Mystery,2.9,286,Spanish,Description for book 761...
762,Book Title 762,Author 62,1925,Publisher 2,Fantasy,4.1,196,German,Description for book 762...
763,Book Title 763,Author 63,1962,Publisher 3,Horror,1.0,144,French,Description for book 763...
764,Book Title 764,Author 64,2009,Publisher 4,Fiction,1.0,315,Spanish,Description for book 764...
765,Book Title 765,Author 65,1969,Publisher 5,Romance,1.9,254,Chinese,Description for book 765...
766,Book Title 766,Author 66,1984,Publisher 6,Biography,2.4,724,Chinese,Description for book 766...
767,Book Title 767,Author 67,1932,Publisher 7,Fiction,2.7,607,German,Description for book 767...
768,Book Title 768,Author 68,2021,Publisher 8,Fiction,3.8,315,English,Description for book 768...
769,Book Title 769,Author 69,2012,Publisher 9,Thriller,2.2,363,Spanish,Description for book 769...
770,Book Title 770,Author 70,1905,Publisher 10,Horror,2.7,614,English,Description for book 770...
771,Book Title 771,Author 71,1938,Publisher 11,Non-Fiction,2.0,604,French,Description for book 771...
772,Book Title 772,Author 72,1946,Publisher 12,Horror,4.4,444,French,Description for book 772...
773,Book Title 773,Author 73,1928,Publisher 13,Fantasy,4.6,182,English,Description for book 773...
774,Book Title 774,Author 74,1931,Publisher 14,Non-Fiction,2.3,522,German,Description for book 774...
775,Book Title 775,Author 75,1975,Publisher 15,Thriller,2.7,622,Chinese,Description for book 775...
776,Book Title 776,Author 76,1973,Publisher 16,Non-Fiction,1.1,509,French,Description for book 776...
777,Book Title 777,Author 77,2005,Publisher 17,Biography,2.8,460,German,Description for book 777...
778,Book Title 778,Author 78,1974,Publisher 18,Thriller,4.8,333,English,Description for book 778...
779,Book Title 779,Author 79,1964,Publisher 19,Mystery,4.0,317,English,Description for book 779...
780,Book Title 780,Author 80,1961,Publisher 0,Science Fiction,2.0,746,Spanish,Description for book 780...
781,Book Title 781,Author 81,1976,Publisher 1,Biography,2.7,790,Spanish,Description for book 781...
782,Book Title 782,Author 82,2008,Publisher 2,Biography,3.4,165,French,Description for book 782...
783,Book Title 783,Author 83,2016,Publisher 3,Non-Fiction,1.8,314,Spanish,Description for book 783...
784,Book Title 784,Author 84,1993,Publisher 4,Mystery,4.8,450,French,Description for book 784...
785,Book Title 785,Author 85,1987,Publisher 5,Fiction,4.6,286,English,Description for book 785...
786,Book Title 786,Author 86,1907,Publisher 6,Thriller,1.2,494,Spanish,Description for book 786...
787,Book Title 787,Author 87,1952,Publisher 7,Horror,2.7,488,English,Description for book 787...
788,Book Title 788,Author 88,1940,Publisher 8,Fiction,2.9,778,German,Description for book 788...
789,Book Title 789,Author 89,1909,Publisher 9,Biography,4.1,140,German,Description for book 789...
790,Book Title 790,Author 90,1949,Publisher 10,Thriller,4.2,652,French,Description for book 790...
791,Book Title 791,Author 91,1949,Publisher 11,Fiction,3.0,549,English,Description for book 791...
792,Book Title 792,Author 92,1931,Publisher 12,Romance,2.3,561,Chinese,Description for book 792...
793,Book Title 793,Author 93,1999,Publisher 13,Thriller,4.2,294,German,Description for book 793...
794,Book Title 794,Author 94,1970,Publisher 14,Horror,3.8,155,French,Description for book 794...
795,Book Title 795,Author 95,1978,Publisher 15,Fantasy,4.8,624,Chinese,Description for book 795...
796,Book Title 796,Author 96,1911,Publisher 16,Non-Fiction,1.4,243,English,Description for book 796...
797,Book Title 797,Author 97,1987,Publisher 17,Non-Fiction,4.7,446,Chinese,Description for book 797...
798,Book Title 798,Author 98,1972,Publisher 18,Romance,4.0,527,Spanish,Description for book 798...
799,Book Title 799,Author 99,1959,Publisher 19,Fiction,1.3,172,Chinese,Description for book 799...
800,Book Title 800,Author 0,1928,Publisher 0,Science Fiction,2.4,745,French,Description for book 800...
801,Book Title 801,Author 1,1904,Publisher 1,Fantasy,2.0,765,English,Description for book 801...
802,Book Title 802,Author 2,1907,Publisher 2,Fantasy,1.3,440,Spanish,Description for book 802...
803,Book Title 803,Author 3,1916,Publisher 3,Fantasy,2.7,340,French,Description for book 803...
804,Book Title 804,Author 4,1970,Publisher 4,Science Fiction,4.9,566,English,Description for book 804...
805,Book Title 805,Author 5,2003,Publisher 5,Biography,1.5,522,Spanish,Description for book 805...
806,Book Title 806,Author 6,1949,Publisher 6,Science Fiction,3.1,361,French,Description for book 806...
807,Book Title 807,Author 7,1992,Publisher 7,Horror,1.1,580,German,Description for book 807...
808,Book Title 808,Author 8,1934,Publisher 8,Fantasy,4.0,301,German,Description for book 808...
809,Book Title 809,Author 9,2001,Publisher 9,Fiction,1.7,422,English,Description for book 809...
810,Book Title 810,Author 10,1927,Publisher 10,Romance,2.1,510,German,Description for book 810...
811,Book Title 811,Author 11,1917,Publisher 11,Non-Fiction,3.6,556,German,Description for book 811...
812,Book Title 812,Author 12,2003,Publisher 12,Mystery,1.5,591,English,Description for book 812...
813,Book Title 813,Author 13,1992,Publisher 13,Science Fiction,3.9,441,English,Description for book 813...
814,Book Title 814,Author 14,1975,Publisher 14,Horror,2.0,195,English,Description for book 814...
815,Book Title 815,Author 15,1959,Publisher 15,Mystery,4.2,314,English,Description for book 815...
816,Book Title 816,Author 16,1974,Publisher 16,Non-Fiction,3.4,527,Chinese,Description for book 816...
