id,title,author,year,publisher,genre,rating,pages,language,description
463,Book Title 463,Author 63,1989,Publisher 3,Fiction,2.6,437,English,Description for book 463...
464,Book Title 464,Author 64,1974,Publisher 4,Romance,2.3,202,French,Description for book 464...
465,Book Title 465,Author 65,1920,Publisher 5,Fantasy,3.9,556,German,Description for book 465...
466,Book Title 466,Author 66,1971,Publisher 6,Science Fiction,4.3,799,German,Description for book 466...
467,Book Title 467,Author 67,1904,Publisher 7,Romance,4.5,750,Chinese,Description for book 467...
468,Book Title 468,Author 68,2022,Publisher 8,Fantasy,4.5,185,Spanish,Description for book 468...
469,Book Title 469,Author 69,1906,Publisher 9,Science Fiction,2.2,417,Chinese,Description for book 469...
470,Book Title 470,Author 70,1929,Publisher 10,Non-Fiction,2.8,753,German,Description for book 470...
471,Book Title 471,Author 71,2008,Publisher 11,Thriller,2.4,732,French,Description for book 471...
472,Book Title 472,Author 72,1962,Publisher 12,Biography,2.0,260,English,Description for book 472...
473,Book Title 473,Author 73,2016,Publisher 13,Horror,2.1,413,Spanish,Description for book 473...
474,Book Title 474,Author 74,2018,Publisher 14,Fantasy,2.8,394,English,Description for book 474...
475,Book Title 475,Author 75,2020,Publisher 15,Fantasy,2.6,169,French,Description for book 475...
476,Book Title 476,Author 76,2013,Publisher 16,Romance,1.9,418,Spanish,Description for book 476...
477,Book Title 477,Author 77,1996,Publisher 17,Romance,4.0,347,German,Description for book 477...
478,Book Title 478,Author 78,1914,Publisher 18,Fantasy,4.1,268,German,Description for book 478...
479,Book Title 479,Author 79,1981,Publisher 19,Mystery,3.8,608,Spanish,Description for book 479...
480,Book Title 480,Author 80,2015,Publisher 0,Horror,4.1,782,French,Description for book 480...
481,Book Title 481,Author 81,2010,Publisher 1,Fiction,3.5,567,Chinese,Description for book 481...
482,Book Title 482,Author 82,1951,Publisher 2,Science Fiction,1.8,233,Chinese,Description for book 482...
483,Book Title 483,Author 83,2011,Publisher 3,Fantasy,3.5,509,German,Description for book 483...
484,Book Title 484,Author 84,1970,Publisher 4,Non-Fiction,4.9,198,English,Description for book 484...
485,Book Title 485,Author 85,1993,Publisher 5,Thriller,2.1,751,German,Description for book 485...
486,Book Title 486,Author 86,1979,Publisher 6,Romance,3.5,177,German,Description for book 486...
487,Book Title 487,Author 87,1951,Publisher 7,Fantasy,1.2,612,English,Description for book 487...
488,Book Title 488,Author 88,2007,Publisher 8,Fiction,1.9,494,Chinese,Description for book 488...
489,Book Title 489,Author 89,1958,Publisher 9,Horror,4.7,117,German,Description for book 489...
490,Book Title 490,Author 90,2020,Publisher 10,Fiction,4.2,362,Spanish,Description for book 490...
491,Book Title 491,Author 91,1916,Publisher 11,Thriller,1.9,580,Spanish,Description for book 491...
492,Book Title 492,Author 92,1973,Publisher 12,Science Fiction,4.4,572,Spanish,Description for book 492...
493,Book Title 493,Author 93,2020,Publisher 13,Science Fiction,1.5,629,Spanish,Description for book 493...
494,Book Title 494,Author 94,1962,Publisher 14,Romance,3.4,712,German,Description for book 494...
495,Book Title 495,Author 95,2001,Publisher 15,Science Fiction,3.0,304,English,Description for book 495...
496,Book Title 496,Author 96,1927,Publisher 16,Thriller,2.4,702,Spanish,Description for book 496...
497,Book Title 497,Author 97,1946,Publisher 17,Non-Fiction,4.7,229,Spanish,Description for book 497...
498,Book Title 498,Author 98,1928,Publisher 18,Biography,3.3,124,Chinese,Description for book 498...
499,Book Title 499,Author 99,1934,Publisher 19,Thriller,4.3,133,German,Description for book 499...
500,Book Title 500,Author 0,1989,Publisher 0,Thriller,3.5,414,Spanish,Description for book 500...
501,Book Title 501,Author 1,1918,Publisher 1,Fiction,4.1,526,Chinese,Description for book 501...
502,Book Title 502,Author 2,1916,Publisher 2,Thriller,2.9,288,Spanish,Description for book 502...
503,Book Title 503,Author 3,2016,Publisher 3,Romance,1.1,567,Spanish,Description for book 503...
504,Book Title 504,Author 4,1997,Publisher 4,Science Fiction,4.0,766,Chinese,Description for book 504...
505,Book Title 505,Author 5,1920,Publisher 5,Romance,4.6,702,English,Description for book 505...
506,Book Title 506,Author 6,1959,Publisher 6,Biography,3.3,686,French,Description for book 506...
507,Book Title 507,Author 7,1915,Publisher 7,Non-Fiction,3.5,494,Chinese,Description for book 507...
508,Book Title 508,Author 8,2020,Publisher 8,Romance,3.5,685,German,Description for book 508...
509,Book Title 509,Author 9,1949,Publisher 9,Fiction,4.4,750,Spanish,Description for book 509...
510,Book Title 510,Author 10,1938,Publisher 10,Science Fiction,1.3,622,Chinese,Description for book 510...
511,Book Title 511,Author 11,2020,Publisher 11,Science Fiction,4.3,662,Chinese,Description for book 511...
512,Book Title 512,Author 12,1987,Publisher 12,Fantasy,3.1,642,Chinese,Description for book 512...
513,Book Title 513,Author 13,1909,Publisher 13,Horror,2.2,198,German,Description for book 513...
514,Book Title 514,Author 14,1956,Publisher 14,Mystery,2.7,171,Chinese,Description for book 514...
515,Book Title 515,Author 15,2012,Publisher 15,Fiction,3.0,704,German,Description for book 515...
516,Book Title 516,Author 16,1974,Publisher 16,Mystery,4.6,228,German,Description for book 516...
517,Book Title 517,Author 17,1925,Publisher 17,Fantasy,1.5,364,Chinese,Description for book 517...
518,Book Title 518,Author 18,1961,Publisher 18,Fiction,4.6,591,Chinese,Description for book 518...
519,Book Title 519,Author 19,2020,Publisher 19,Thriller,3.9,499,Spanish,Description for book 519...
520,Book Title 520,Author 20,1948,Publisher 0,Horror,3.0,148,German,Description for book 520...
521,Book Title 521,Author 21,1915,Publisher 1,Science Fiction,3.0,230,Spanish,Description for book 521...
522,Book Title 522,Author 22,2020,Publisher 2,Science Fiction,2.7,749,Spanish,Description for book 522...
523,Book Title 523,Author 23,1999,Publisher 3,Horror,1.8,791,German,Description for book 523...
524,Book Title 524,Author 24,1971,Publisher 4,Biography,2.0,341,Spanish,Description for book 524...
525,Book Title 525,Author 25,1942,Publisher 5,Romance,2.0,258,French,Description for book 525...
526,Book Title 526,Author 26,2006,Publisher 6,Romance,3.2,791,German,Description for book 526...
527,Book Title 527,Author 27,1997,Publisher 7,Mystery,3.2,769,English,Description for book 527...
528,Book Title 528,Author 28,2003,Publisher 8,Romance,3.4,213,Spanish,Description for book 528...
529,Book Title 529,Author 29,1937,Publisher 9,Fantasy,4.5,613,Chinese,Description for book 529...
530,Book Title 530,Author 30,1916,Publisher 10,Thriller,2.2,167,English,Description for book 530...
531,Book Title 531,Author 31,2002,Publisher 11,Fiction,3.0,678,French,Description for book 531...
532,Book Title 532,Author 32,1999,Publisher 12,Fiction,4.5,706,Spanish,Description for book 532...
533,Book Title 533,Author 33,1924,Publisher 13,Fiction,2.4,196,English,Description for book 533...
534,Book Title 534,Author 34,1999,Publisher 14,Romance,4.1,345,Chinese,Description for book 534...
535,Book Title 535,Author 35,1921,Publisher 15,Horror,1.8,621,Chinese,Description for book 535...
536,Book Title 536,Author 36,2001,Publisher 16,Science Fiction,2.9,126,German,Description for book 536...
537,Book Title 537,Author 37,1976,Publisher 17,Fiction,3.0,774,Spanish,Description for book 537...
538,Book Title 538,Author 38,1903,Publisher 18,Thriller,3.5,420,English,Description for book 538...
539,Book Title 539,Author 39,2002,Publisher 19,Horror,4.6,301,German,Description for book 539...
540,Book Title 540,Author 40,1933,Publisher 0,Non-Fiction,2.7,578,Spanish,Description for book 540...
541,Book Title 541,Author 41,1943,Publisher 1,Thriller,2.6,315,Chinese,Description for book 541...
542,Book Title 542,Author 42,1921,Publisher 2,Fantasy,2.3,542,Spanish,Description for book 542...
543,Book Title 543,Author 43,1948,Publisher 3,Fantasy,3.9,569,Chinese,Description for book 543...
544,Book Title 544,Author 44,1928,Publisher 4,Biography,3.6,624,German,Description for book 544...
545,Book Title 545,Author 45,1987,Publisher 5,Biography,4.6,234,English,Description for book 545...
546,Book Title 546,Author 46,1961,Publisher 6,Biography,4.6,205,English,Description for book 546...
547,Book Title 547,Author 47,1946,Publisher 7,Science Fiction,1.4,385,Chinese,Description for book 547...
548,Book Title 548,Author 48,1915,Publisher 8,Mystery,1.8,405,French,Description for book 548...
549,Book Title 549,Author 49,2006,Publisher 9,Science Fiction,4.0,407,Chinese,Description for book 549...
550,Book Title 550,Author 50,1959,Publisher 10,Mystery,4.7,759,Spanish,Description for book 550...
551,Book Title 551,Author 51,1939,Publisher 11,Thriller,1.9,463,Spanish,Description for book 551...
552,Book Title 552,Author 52,1983,Publisher 12,Horror,4.7,222,Chinese,Description for book 552...
553,Book Title 553,Author 53,1996,Publisher 13,Fantasy,1.9,186,English,Description for book 553...
554,Book Title 554,Author 54,1946,Publisher 14,Science Fiction,1.9,115,French,Description for book 554...
555,Book Title 555,Author 55,1939,Publisher 15,Mystery,3.3,577,Chinese,Description for book 555...
556,Book Title 556,Author 56,1929,Publisher 16,Fiction,3.4,508,Chinese,Description for book 556...
557,Book Title 557,Author 57,1909,Publisher 17,Biography,1.1,730,German,Description for book 557...
558,Book Title 558,Author 58,2019,Publisher 18,Science Fiction,1.0,530,German,Description for book 558...
559,Book Title 559,Author 59,1998,Publisher 19,Biography,2.8,444,French,Description for book 559...
560,Book Title 560,Author 60,2003,Publisher 0,Fantasy,3.5,651,Chinese,Description for book 560...
561,Book Title 561,Author 61,1955,Publisher 1,Mystery,2.2,384,English,Description for book 561...
562,Book Title 562,Author 62,1954,Publisher 2,Fiction,3.1,237,German,Description for book 562...
563,Book Title 563,Author 63,1966,Publisher 3,Biography,2.2,315,French,Description for book 563...
564,Book Title 564,Author 64,1921,Publisher 4,Mystery,4.5,783,English,Description for book 564...
565,Book Title 565,Author 65,1974,Publisher 5,Science Fiction,1.5,130,French,Description for book 565...
566,Book Title 566,Author 66,1987,Publisher 6,Fantasy,3.8,462,German,Description for book 566...
567,Book Title 567,Author 67,2013,Publisher 7,Thriller,2.6,626,Chinese,Description for book 567...
568,Book Title 568,Author 68,1907,Publisher 8,Fiction,3.9,582,German,Description for book 568...
569,Book Title 569,Author 69,1909,Publisher 9,Thriller,3.4,246,German,Description for book 569...
570,Book Title 570,Author 70,1966,Publisher 10,Science Fiction,4.1,368,Spanish,Description for book 570...
571,Book Title 571,Author 71,1987,Publisher 11,Fiction,3.8,176,English,Description for book 571...
572,Book Title 572,Author 72,2021,Publisher 12,Non-Fiction,2.0,570,Chinese,Description for book 572...
573,Book Title 573,Author 73,1929,Publisher 13,Science Fiction,4.3,479,English,Description for book 573...
574,Book Title 574,Author 74,1931,Publisher 14,Romance,4.1,163,English,Description for book 574...
575,Book Title 575,Author 75,2008,Publisher 15,Non-Fiction,1.9,644,English,Description for book 575...
576,Book Title 576,Author 76,1941,Publisher 16,Fiction,2.2,409,French,Description for book 576...
577,Book Title 577,Author 77,1907,Publisher 17,Science Fiction,3.7,624,French,Description for book 577...
578,Book Title 578,Author 78,1913,Publisher 18,Romance,4.3,491,English,Description for book 578...
579,Book Title 579,Author 79,1904,Publisher 19,Mystery,2.9,281,Spanish,Description for book 579...
580,Book Title 580,Author 80,2011,Publisher 0,Thriller,3.1,318,Chinese,Description for book 580...
581,Book Title 581,Author 81,1912,Publisher 1,Thriller,2.4,709,English,Description for book 581...
582,Book Title 582,Author 82,1967,Publisher 2,Science Fiction,1.3,173,English,Description for book 582...
583,Book Title 583,Author 83,1945,Publisher 3,Mystery,3.0,690,English,Description for book 583...
584,Book Title 584,Author 84,1957,Publisher 4,Biography,1.6,684,German,Description for book 584...
585,Book Title 585,Author 85,1983,Publisher 5,Romance,2.1,208,German,Description for book 585...
586,Book Title 586,Author 86,2006,Publisher 6,Mystery,3.5,302,Spanish,Description for book 586...
587,Book Title 587,Author 87,1995,Publisher 7,Thriller,3.1,126,Spanish,Description for book 587...
588,Book Title 588,Author 88,1938,Publisher 8,Horror,3.5,206,Spanish,Description for book 588...
589,Book Title 589,Author 89,1970,Publisher 9,Horror,2.1,605,English,Description for book 589...
590,Book Title 590,Author 90,2007,Publisher 10,Biography,2.9,706,French,Description for book 590...
591,Book Title 591,Author 91,1937,Publisher 11,Non-Fiction,4.6,553,Spanish,Description for book 591...
592,Book Title 592,Author 92,1938,Publisher 12,Fantasy,4.0,279,French,Description for book 592...
593,Book Title 593,Author 93,1998,Publisher 13,Fiction,3.0,651,German,Description for book 593...
594,Book Title 594,Author 94,1953,Publisher 14,Thriller,4.2,261,Chinese,Description for book 594...
595,Book Title 595,Author 95,1911,Publisher 15,Non-Fiction,4.1,400,Spanish,Description for book 595...
596,Book Title 596,Author 96,1990,Publisher 16,Thriller,1.0,351,English,Description for book 596...
597,Book Title 597,Author 97,1902,Publisher 17,Biography,3.9,657,Spanish,Description for book 597...
598,Book Title 598,Author 98,1958,Publisher 18,Mystery,3.3,308,Spanish,Description for book 598...
599,Book Title 599,Author 99,1975,Publisher 19,Mystery,4.6,453,English,Description for book 599...
600,Book Title 600,Author 0,1949,Publisher 0,Fantasy,1.2,616,German,Description for book 600...
601,Book Title 601,Author 1,1954,Publisher 1,Science Fiction,3.2,759,German,Description for book 601...
602,Book Title 602,Author 2,2008,Publisher 2,Fiction,1.1,203,English,Description for book 602...
603,Book Title 603,Author 3,1921,Publisher 3,Biography,2.1,616,German,Description for book 603...
604,Book Title 604,Author 4,1908,Publisher 4,Science Fiction,4.1,587,German,Description for book 604...
605,Book Title 605,Author 5,1924,Publisher 5,Romance,3.6,605,English,Description for book 605...
606,Book Title 606,Author 6,1919,Publisher 6,Romance,2.4,326,Spanish,Description for book 606...
607,Book Title 607,Author 7,1944,Publisher 7,Thriller,4.4,302,Spanish,Description for book 607...
608,Book Title 608,Author 8,1941,Publisher 8,Biography,1.9,601,English,Description for book 608...
609,Book Title 609,Author 9,2006,Publisher 9,Biography,3.6,799,English,Description for book 609...
610,Book Title 610,Author 10,1906,Publisher 10,Fantasy,3.8,646,Chinese,Description for book 610...
611,Book Title 611,Author 11,2022,Publisher 11,Romance,3.7,336,English,Description for book 611...
612,Book Title 612,Author 12,1967,Publisher 12,Romance,1.7,322,French,Description for book 612...
613,Book Title 613,Author 13,2019,Publisher 13,Fiction,3.0,143,Chinese,Description for book 613...
614,Book Title 614,Author 14,2020,Publisher 14,Non-Fiction,3.1,780,Chinese,Description for book 614...
615,Book Title 615,Author 15,1992,Publisher 15,Mystery,1.8,693,German,Description for book 615...
616,Book Title 616,Author 16,1956,Publisher 16,Non-Fiction,3.3,321,Spanish,Description for book 616...
617,Book Title 617,Author 17,1962,Publisher 17,Science Fiction,1.1,264,English,Description for book 617...
618,Book Title 618,Author 18,1939,Publisher 18,Non-Fiction,3.8,449,Spanish,Description for book 618...
619,Book Title 619,Author 19,1951,Publisher 19,Thriller,4.0,221,Spanish,Description for book 619...
620,Book Title 620,Author 20,1939,Publisher 0,Biography,3.4,218,Chinese,Description for book 620...
621,Book Title 621,Author 21,1919,Publisher 1,Fantasy,3.5,513,Chinese,Description for book 621...
622,Book Title 622,Author 22,1971,Publisher 2,Thriller,1.5,654,Spanish,Description for book 622...
623,Book Title 623,Author 23,1923,Publisher 3,Fiction,2.5,201,Spanish,Description for book 623...
624,Book Title 624,Author 24,1980,Publisher 4,Romance,2.3,756,Spanish,Description for book 624...
625,Book Title 625,Author 25,1978,Publisher 5,Romance,3.7,669,Spanish,Description for book 625...
626,Book Title 626,Author 26,1909,Publisher 6,Fiction,3.4,295,French,Description for book 626...
627,Book Title 627,Author 27,1938,Publisher 7,Mystery,2.9,508,French,Description for book 627...
628,Book Title 628,Author 28,1900,Publisher 8,Non-Fiction,1.6,356,French,Description for book 628...
629,Book Title 629,Author 29,1993,Publisher 9,Biography,1.4,186,German,Description for book 629...
630,Book Title 630,Author 30,1930,Publisher 10,Thriller,4.3,582,Spanish,Description for book 630...
631,Book Title 631,Author 31,1906,Publisher 11,Science Fiction,3.4,434,Spanish,Description for book 631...
632,Book Title 632,Author 32,1939,Publisher 12,Biography,4.4,322,Chinese,Description for book 632...
633,Book Title 633,Author 33,1929,Publisher 13,Thriller,1.8,133,French,Description for book 633...
634,Book Title 634,Author 34,2019,Publisher 14,Horror,3.6,595,English,Description for book 634...
635,Book Title 635,Author 35,2017,Publisher 15,Fiction,1.2,515,Chinese,Description for book 635...
636,Book Title 636,Author 36,2007,Publisher 16,Biography,4.6,243,French,Description for book 636...
637,Book Title 637,Author 37,1975,Publisher 17,Mystery,3.6,318,Spanish,Description for book 637...
638,Book Title 638,Author 38,1927,Publisher 18,Fantasy,4.7,615,French,Description for book 638...
639,Book Title 639,Author 39,1907,Publisher 19,Fantasy,1.9,652,German,Description for book 639...
640,Book Title 640,Author 40,1980,Publisher 0,Horror,4.4,646,English,Description for book 640...
641,Book Title 641,Author 41,1918,Publisher 1,Fantasy,4.5,631,French,Description for book 641...
642,Book Title 642,Author 42,1916,Publisher 2,Biography,3.6,367,Chinese,Description for book 642...
643,Book Title 643,Author 43,2015,Publisher 3,Science Fiction,2.9,191,Chinese,Description for book 643...
644,Book Title 644,Author 44,1908,Publisher 4,Fiction,1.6,306,English,Description for book 644...
645,Book Title 645,Author 45,1963,Publisher 5,Science Fiction,3.5,703,Spanish,Description for book 645...
646,Book Title 646,Author 46,1905,Publisher 6,Science Fiction,4.3,645,Chinese,Description for book 646...
647,Book Title 647,Author 47,2012,Publisher 7,Mystery,4.2,107,German,Description for book 647...
648,Book Title 648,Author 48,1908,Publisher 8,Mystery,2.6,210,Chinese,Description for book 648...
649,Book Title 649,Author 49,1945,Publisher 9,Fiction,1.2,350,Chinese,Description for book 649...
650,Book Title 650,Author 50,1908,Publisher 10,Fiction,1.6,158,French,Description for book 650...
651,Book Title 651,Author 51,1911,Publisher 11,Mystery,1.2,150,German,Description for book 651...
652,Book Title 652,Author 52,1906,Publisher 12,Thriller,4.6,243,Chinese,Description for book 652...
653,Book Title 653,Author 53,1928,Publisher 13,Science Fiction,2.0,330,French,Description for book 653...
654,Book Title 654,Author 54,2005,Publisher 14,Biography,4.6,782,Chinese,Description for book 654...
655,Book Title 655,Author 55,1972,Publisher 15,Biography,1.0,555,English,Description for book 655...
656,Book Title 656,Author 56,1988,Publisher 16,Fiction,2.3,144,German,Description for book 656...
657,Book Title 657,Author 57,2008,Publisher 17,Fantasy,3.2,242,Chinese,Description for book 657...
658,Book Title 658,Author 58,1950,Publisher 18,Biography,4.1,721,Spanish,Description for book 658...
659,Book Title 659,Author 59,2008,Publisher 19,Fantasy,4.9,392,English,Description for book 659...
660,Book Title 660,Author 60,1902,Publisher 0,Romance,2.3,733,Spanish,Description for book 660...
661,Book Title 661,Author 61,2021,Publisher 1,Romance,1.2,472,English,Description for book 661...
662,Book Title 662,Author 62,1919,Publisher 2,Fantasy,2.3,289,English,Description for book 662...
663,Book Title 663,Author 63,1942,Publisher 3,Mystery,2.8,244,German,Description for book 663...
664,Book Title 664,Author 64,2018,Publisher 4,Horror,1.5,705,German,Description for book 664...
665,Book Title 665,Author 65,1993,Publisher 5,Non-Fiction,1.6,432,English,Description for book 665...
666,Book Title 666,Author 66,1915,Publisher 6,Biography,1.1,161,Chinese,Description for book 666...
667,Book Title 667,Author 67,1940,Publisher 7,Mystery,1.4,228,Spanish,Description for book 667...
668,Book Title 668,Author 68,1962,Publisher 8,Science Fiction,3.0,344,German,Description for book 668...
669,Book Title 669,Author 69,1927,Publisher 9,Thriller,2.8,509,Chinese,Description for book 669...
670,Book Title 670,Author 70,1967,Publisher 10,Non-Fiction,1.9,678,German,Description for book 670...
671,Book Title 671,Author 71,1944,Publisher 11,Romance,4.4,397,Chinese,Description for book 671...
672,Book Title 672,Author 72,1931,Publisher 12,Mystery,3.1,705,German,Description for book 672...
673,Book Title 673,Author 73,1978,Publisher 13,Non-Fiction,4.6,623,French,Description for book 673...
674,Book Title 674,Author 74,1984,Publisher 14,Mystery,4.4,318,English,Description for book 674...
675,Book Title 675,Author 75,1920,Publisher 15,Thriller,1.6,737,French,Description for book 675...
676,Book Title 676,Author 76,1937,Publisher 16,Mystery,2.5,252,German,Description for book 676...
677,Book Title 677,Author 77,1919,Publisher 17,Science Fiction,2.2,192,Chinese,Description for book 677...
678,Book Title 678,Author 78,1948,Publisher 18,Fantasy,3.6,714,Spanish,Description for book 678...
679,Book Title 679,Author 79,1998,Publisher 19,Horror,1.5,505,Spanish,Description for book 679...
680,Book Title 680,Author 80,1942,Publisher 0,Fantasy,3.8,631,Chinese,Description for book 680...
681,Book Title 681,Author 81,1919,Publisher 1,Horror,4.8,364,Spanish,Description for book 681...
682,Book Title 682,Author 82,1974,Publisher 2,Fantasy,2.8,516,Chinese,Description for book 682...
683,Book Title 683,Author 83,1978,Publisher 3,Thriller,3.1,585,Spanish,Description for book 683...
684,Book Title 684,Author 84,1937,Publisher 4,Thriller,1.0,463,Chinese,Description for book 684...
685,Book Title 685,Author 85,1926,Publisher 5,Horror,1.6,529,French,Description for book 685...
686,Book Title 686,Author 86,1969,Publisher 6,Fiction,1.0,317,English,Description for book 686...
687,Book Title 687,Author 87,1939,Publisher 7,Biography,1.7,189,Chinese,Description for book 687...
688,Book Title 688,Author 88,1947,Publisher 8,Romance,2.1,678,English,Description for book 688...
689,Book Title 689,Author 89,1957,Publisher 9,Fiction,4.7,623,English,Description for book 689...
690,Book Title 690,Author 90,1958,Publisher 10,Biography,3.9,703,Spanish,Description for book 690...
691,Book Title 691,Author 91,1926,Publisher 11,Science Fiction,1.6,674,English,Description for book 691...
692,Book Title 692,Author 92,1901,Publisher 12,Mystery,1.0,281,German,Description for book 692...
693,Book Title 693,Author 93,1969,Publisher 13,Fantasy,2.3,417,French,Description for book 693...
694,Book Title 694,Author 94,1980,Publisher 14,Thriller,3.3,748,Chinese,Description for book 694...
695,Book Title 695,Author 95,1961,Publisher 15,Romance,1.2,632,Chinese,Description for book 695...
696,Book Title 696,Author 96,1919,Publisher 16,Horror,3.9,526,French,Description for book 696...
697,Book Title 697,Author 97,1910,Publisher 17,Fantasy,2.2,635,English,Description for book 697...
698,Book Title 698,Author 98,2007,Publisher 18,Mystery,1.1,690,Chinese,Description for book 698...
699,Book Title 699,Author 99,1947,Publisher 19,Horror,4.6,256,German,Description for book 699...
700,Book Title 700,Author 0,2016,Publisher 0,Science Fiction,4.9,643,Spanish,Description for book 700...
701,Book Title 701,Author 1,1952,Publisher 1,Mystery,5.0,705,French,Description for book 701...
702,Book Title 702,Author 2,1989,Publisher 2,Thriller,3.6,552,Chinese,Description for book 702...
703,Book Title 703,Author 3,1921,Publisher 3,Non-Fiction,3.3,509,English,Description for book 703...
704,Book Title 704,Author 4,1951,Publisher 4,Science Fiction,4.7,193,French,Description for book 704...
705,Book Title 705,Author 5,1965,Publisher 5,Romance,4.6,425,French,Description for book 705...
706,Book Title 706,Author 6,2021,Publisher 6,Science Fiction,1.5,718,Spanish,Description for book 706...
707,Book Title 707,Author 7,1900,Publisher 7,Fiction,4.7,206,Chinese,Description for book 707...
708,Book Title 708,Author 8,1970,Publisher 8,Fiction,2.2,113,German,Description for book 708...
709,Book Title 709,Author 9,1900,Publisher 9,Biography,4.8,765,German,Description for book 709...
710,Book Title 710,Author 10,1993,Publisher 10,Mystery,4.8,353,Chinese,Description for book 710...
711,Book Title 711,Author 11,1998,Publisher 11,Romance,3.2,497,French,Description for book 711...
712,Book Title 712,Author 12,2012,Publisher 12,Non-Fiction,1.6,669,Spanish,Description for book 712...
713,Book Title 713,Author 13,1976,Publisher 13,Science Fiction,4.0,187,French,Description for book 713...
714,Book Title 714,Author 14,2016,Publisher 14,Science Fiction,3.2,406,French,Description for book 714...
715,Book Title 715,Author 15,2017,Publisher 15,Romance,4.7,438,German,Description for book 715...
716,Book Title 716,Author 16,1930,Publisher 16,Science Fiction,2.5,440,French,Description for book 716...
717,Book Title 717,Author 17,1994,Publisher 17,Biography,2.3,136,Spanish,Description for book 717...
718,Book Title 718,Author 18,1987,Publisher 18,Biography,2.4,688,Spanish,Description for book 718...
719,Book Title 719,Author 19,2019,Publisher 19,Fantasy,1.6,589,German,Description for book 719...
720,Book Title 720,Author 20,2019,Publisher 0,Romance,2.1,324,English,Description for book 720...
721,Book Title 721,Author 21,1913,Publisher 1,Biography,1.6,367,Spanish,Description for book 721...
722,Book Title 722,Author 22,1976,Publisher 2,Thriller,2.4,441,French,Description for book 722...
723,Book Title 723,Author 23,1997,Publisher 3,Horror,1.4,676,Spanish,Description for book 723...
724,Book Title 724,Author 24,1996,Publisher 4,Science Fiction,2.1,546,Spanish,Description for book 724...
725,Book Title 725,Author 25,1928,Publisher 5,Mystery,2.5,430,French,Description for book 725...
726,Book Title 726,Author 26,1984,Publisher 6,Romance,2.8,584,Chinese,Description for book 726...
727,Book Title 727,Author 27,1975,Publisher 7,Fiction,4.4,787,Spanish,Description for book 727...
728,Book Title 728,Author 28,1952,Publisher 8,Non-Fiction,4.3,590,French,Description for book 728...
729,Book Title 729,Author 29,1936,Publisher 9,Romance,3.2,133,Chinese,Description for book 729...
730,Book Title 730,Author 30,1952,Publisher 10,Thriller,2.8,704,German,Description for book 730...
731,Book Title 731,Author 31,1990,Publisher 11,Science Fiction,4.0,536,Chinese,Description for book 731...
732,Book Title 732,Author 32,1957,Publisher 12,Fantasy,3.5,239,English,Description for book 732...
733,Book Title 733,Author 33,1937,Publisher 13,Mystery,4.4,650,French,Description for book 733...
734,Book Title 734,Author 34,1929,Publisher 14,Fantasy,3.2,459,French,Description for book 734...
735,Book Title 735,Author 35,2016,Publisher 15,Science Fiction,3.7,230,German,Description for book 735...
736,Book Title 736,Author 36,1923,Publisher 16,Fantasy,4.4,256,German,Description for book 736...
737,Book Title 737,Author 37,2008,Publisher 17,Mystery,2.1,481,German,Description for book 737...
738,Book Title 738,Author 38,1995,Publisher 18,Science Fiction,3.2,172,French,Description for book 738...
739,Book Title 739,Author 39,1902,Publisher 19,Science Fiction,1.4,409,German,Description for book 739...
740,Book Title 740,Author 40,1945,Publisher 0,Fiction,3.9,562,German,Description for book 740...
741,Book Title 741,Author 41,1963,Publisher 1,Fantasy,2.1,647,German,Description for book 741...
742,Book Title 742,Author 42,2008,Publisher 2,Fantasy,4.9,528,English,Description for book 742...
743,Book Title 743,Author 43,1962,Publisher 3,Thriller,3.5,441,Spanish,Description for book 743...
744,Book Title 744,Author 44,1997,Publisher 4,Non-Fiction,1.9,185,Spanish,Description for book 744...
745,Book Title 745,Author 45,1966,Publisher 5,Fiction,4.1,285,English,Description for book 745...
746,Book Title 746,Author 46,1923,Publisher 6,Science Fiction,3.9,690,German,Description for book 746...
747,Book Title 747,Author 47,1999,Publisher 7,Mystery,2.4,301,Spanish,Description for book 747...
748,Book Title 748,Author 48,2008,Publisher 8,Mystery,3.9,425,Chinese,Description for book 748...
749,Book Title 749,Author 49,2016,Publisher 9,Fiction,3.8,265,Chinese,Description for book 749...
750,Book Title 750,Author 50,1919,Publisher 10,Fiction,1.8,219,Spanish,Description for book 750...
751,Book Title 751,Author 51,2003,Publisher 11,Thriller,4.6,717,English,Description for book 751...
752,Book Title 752,Author 52,1913,Publisher 12,Mystery,3.5,654,Chinese,Description for book 752...
753,Book Title 753,Author 53,1933,Publisher 13,Mystery,3.7,245,French,Description for book 753...
754,Book Title 754,Author 54,1997,Publisher 14,Thriller,3.4,247,German,Description for book 754...
755,Book Title 755,Author 55,1974,Publisher 15,Science Fiction,2.8,684,Chinese,Description for book 755...
756,Book Title 756,Author 56,1916,Publisher 16,Thriller,4.5,648,French,Description for book 756...
757,Book Title 757,Author 57,1938,Publisher 17,Science Fiction,1.1,653,Spanish,Description for book 757...
758,Book Title 758,Author 58,1976,Publisher 18,Romance,2.0,674,Chinese,Description for book 758...
759,Book Title 759,Author 59,1916,Publisher 19,Biography,3.8,610,English,Description for book 759...
760,Book Title 760,Author 60,1982,Publisher 0,Science Fiction,3.8,462,German,Description for book 760...
761,Book Title 761,Author 61,1912,Publisher 1,Mystery,4.0,581,French,Description for book 761...
